,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4
13972,996616,49956.0,7907.13,0,0,1,2,0,0,55,0,20,30747,30747.0,0,9,5,12,1.6666666666666667,0.75,0.0,1537.35,0.0,4,7,5,4
13973,895085,63833.0,7908.67,0,1,2,2,0,0,36,0,28,40259,40259.0,0,10,5,12,2.3333333333333335,0.8333333333333334,0.0,1437.8214285714287,0.0,7,5,10,6
13974,706747,88674.0,7910.87,0,1,1,2,0,0,27,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
13975,347142,88363.0,7914.82,0,1,1,2,0,0,20,0,16,25258,25258.0,0,7,5,12,1.3333333333333333,0.5833333333333334,0.0,1578.625,0.0,3,4,3,6
13976,142354,54871.0,7915.98,0,1,1,2,0,0,29,0,22,38944,38944.0,1037,9,5,12,1.8333333333333333,0.75,0.02662797863599014,1770.1818181818182,0.0,8,1,4,9
13977,345682,73510.0,7917.12,1,0,0,1,0,0,13,0,21,39742,39742.0,1139,8,6,12,1.75,0.6666666666666666,0.028659856071662222,1892.4761904761904,1.0,5,10,1,5
13978,618601,73510.0,7919.83,1,1,1,1,0,0,11,0,14,27641,27641.0,1065,6,3,12,1.1666666666666667,0.5,0.038529720342968775,1974.357142857143,3.0,2,7,5,0
13979,252110,97240.0,7920.11,0,0,1,2,0,0,36,1,24,34936,34936.0,2898,9,6,12,2.0,0.75,0.08295168307762767,1455.6666666666667,2.0,3,8,12,1
13981,409454,75554.0,7920.28,0,1,1,2,0,0,41,0,21,33423,33423.0,901,8,4,12,1.75,0.6666666666666666,0.026957484367052628,1591.5714285714287,0.0,1,7,5,8
13982,161103,73510.0,7923.14,1,0,0,1,0,0,42,0,18,26743,26743.0,467,7,4,12,1.5,0.5833333333333334,0.017462513554948957,1485.7222222222222,1.0,5,2,6,5
13983,171047,73510.0,7923.14,1,1,0,1,0,0,28,0,17,21206,21206.0,1073,6,4,12,1.4166666666666667,0.5,0.05059888710742243,1247.4117647058824,3.0,6,5,6,0
13984,244132,55729.0,7927.18,0,0,1,2,0,0,51,0,26,49835,49835.0,1541,11,6,12,2.1666666666666665,0.9166666666666666,0.03092204274104545,1916.7307692307693,0.0,4,8,6,8
13986,446991,87889.0,7933.82,0,1,1,2,0,0,26,0,13,25341,25341.0,0,4,5,12,1.0833333333333333,0.3333333333333333,0.0,1949.3076923076924,1.0,0,0,7,6
13987,574674,73510.0,7944.97,1,0,0,1,0,0,38,0,23,29710,29710.0,340,9,4,12,1.9166666666666667,0.75,0.01144395826321104,1291.7391304347825,0.0,6,7,4,6
13988,140891,49407.0,7948.54,0,0,1,2,0,0,20,0,15,28992,28992.0,0,6,4,12,1.25,0.5,0.0,1932.8,2.0,7,2,2,4
13990,863599,73510.0,7955.77,1,0,1,1,0,0,14,0,20,25832,25832.0,1870,8,5,12,1.6666666666666667,0.6666666666666666,0.0723908330752555,1291.6,2.0,8,6,5,1
13991,512599,65946.0,7956.15,0,0,1,0,0,0,38,0,11,13901,13901.0,0,4,5,12,0.9166666666666666,0.3333333333333333,0.0,1263.7272727272727,5.0,6,3,2,0
13992,572836,65946.0,7956.15,0,1,1,0,0,0,8,1,8,12457,12457.0,458,3,3,12,0.6666666666666666,0.25,0.03676647667977844,1557.125,1.0,0,2,3,3
13994,737756,73510.0,7984.09,1,1,0,1,0,0,47,0,23,42311,42311.0,0,6,6,12,1.9166666666666667,0.5,0.0,1839.608695652174,0.0,7,3,6,7
13995,185835,104401.0,7985.47,0,0,1,2,0,0,48,0,25,40185,40185.0,393,9,5,12,2.0833333333333335,0.75,0.009779768570362075,1607.4,0.0,6,9,3,7
13996,113220,86215.0,7986.19,0,1,1,2,0,0,60,0,10,10637,10637.0,515,6,3,12,0.8333333333333334,0.5,0.04841590674062236,1063.7,0.0,3,5,0,2
13997,653441,74544.0,7988.51,0,1,1,2,0,0,31,0,11,14112,14112.0,552,5,4,12,0.9166666666666666,0.4166666666666667,0.0391156462585034,1282.909090909091,0.0,0,4,3,4
13998,860980,57835.0,7992.78,0,1,1,2,0,0,62,0,6,9798,9798.0,542,4,2,12,0.5,0.3333333333333333,0.055317411716676874,1633.0,3.0,3,2,1,0
13999,445247,60773.0,7993.0,0,0,1,2,0,0,49,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14000,366744,50375.0,7995.41,0,1,2,2,0,0,63,0,16,26736,26736.0,534,7,5,12,1.3333333333333333,0.5833333333333334,0.019973070017953322,1671.0,0.0,4,3,5,4
14001,748198,50375.0,7995.41,0,1,2,2,0,0,34,0,15,25181,25181.0,0,7,4,12,1.25,0.5833333333333334,0.0,1678.7333333333333,0.0,2,1,10,2
14002,543881,100295.0,7996.01,0,1,1,2,0,0,48,1,22,40797,40797.0,0,6,6,12,1.8333333333333333,0.5,0.0,1854.409090909091,0.0,5,6,3,8
14003,551809,83174.0,7996.6,0,0,1,2,0,0,65,0,24,40241,40241.0,788,9,5,12,2.0,0.75,0.019582018339504487,1676.7083333333333,1.0,8,5,8,3
14004,789206,63853.0,7996.6,0,1,1,2,0,0,11,0,19,24024,24024.0,0,8,4,12,1.5833333333333333,0.6666666666666666,0.0,1264.421052631579,0.0,4,7,3,5
14005,128041,78617.0,8000.55,0,0,1,2,0,0,12,0,11,18838,18838.0,0,6,2,12,0.9166666666666666,0.5,0.0,1712.5454545454545,2.0,3,2,4,2
14006,253528,73510.0,8002.31,1,1,1,1,0,0,1,0,5,8220,8220.0,0,1,5,12,0.4166666666666667,0.08333333333333333,0.0,1644.0,0.0,0,0,0,5
14007,339927,73510.0,8002.31,1,1,1,1,0,0,51,0,17,25575,25575.0,486,7,4,12,1.4166666666666667,0.5833333333333334,0.01900293255131965,1504.4117647058824,0.0,4,0,6,7
14008,434470,73510.0,8002.31,1,1,1,1,0,0,62,0,12,17038,17038.0,899,5,3,12,1.0,0.4166666666666667,0.05276440896818876,1419.8333333333333,2.0,5,1,3,3
14009,440671,73510.0,8002.31,1,0,1,1,0,0,60,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14010,741421,73510.0,8002.31,1,0,1,1,0,0,38,0,22,35402,35402.0,1038,9,4,12,1.8333333333333333,0.75,0.02932037737980905,1609.1818181818182,0.0,9,5,4,4
14011,863108,73510.0,8002.31,1,1,1,1,0,0,39,0,21,25420,25420.0,1348,7,6,12,1.75,0.5833333333333334,0.053029110936270656,1210.4761904761904,0.0,2,9,7,3
14012,580201,78268.0,8005.96,0,1,1,2,0,0,3,0,6,9884,9884.0,0,2,4,12,0.5,0.16666666666666666,0.0,1647.3333333333333,0.0,0,0,0,6
14013,966391,78565.0,8006.22,0,0,1,2,0,0,4,0,5,6393,6393.0,1039,3,3,12,0.4166666666666667,0.25,0.1625215078992648,1278.6,0.0,0,0,0,5
14014,600884,73510.0,8007.4,1,1,2,1,0,0,48,0,19,28555,28555.0,1068,6,5,12,1.5833333333333333,0.5,0.037401505865872875,1502.8947368421052,0.0,0,2,11,6
14015,848250,73510.0,8007.4,1,1,2,1,0,0,53,0,12,19087,19087.0,376,6,3,12,1.0,0.5,0.019699271755645203,1590.5833333333333,0.0,2,3,4,3
14016,858626,78574.0,8008.1,0,0,1,2,0,0,66,0,20,34283,34283.0,585,8,4,12,1.6666666666666667,0.6666666666666666,0.017063850888195314,1714.15,0.0,2,2,9,7
14018,681722,73510.0,8012.12,1,1,0,1,0,0,38,0,20,37507,37507.0,0,7,5,12,1.6666666666666667,0.5833333333333334,0.0,1875.35,0.0,1,0,12,7
14019,745668,74965.0,8018.5,0,1,0,2,0,0,66,0,21,28462,28462.0,409,7,4,12,1.75,0.5833333333333334,0.014370037242639308,1355.3333333333333,1.0,6,4,3,8
14020,393206,71935.0,8019.86,0,1,1,2,0,0,41,0,13,15404,15404.0,0,5,6,12,1.0833333333333333,0.4166666666666667,0.0,1184.923076923077,2.0,4,0,7,2
14021,467143,71935.0,8019.86,0,0,1,2,0,0,24,0,17,29642,29642.0,626,8,4,12,1.4166666666666667,0.6666666666666666,0.02111868294986843,1743.6470588235295,0.0,3,1,4,9
14022,277139,71635.0,8021.07,0,0,1,2,0,0,31,0,29,40032,40032.0,0,8,6,12,2.4166666666666665,0.6666666666666666,0.0,1380.4137931034484,1.0,9,5,10,5
14023,842210,70858.0,8022.69,0,0,1,2,0,0,61,0,4,5198,5198.0,0,2,2,12,0.3333333333333333,0.16666666666666666,0.0,1299.5,1.0,0,2,0,2
14024,299412,101563.0,8024.51,0,0,2,2,0,0,24,0,13,13489,13489.0,1131,4,6,12,1.0833333333333333,0.3333333333333333,0.08384609681963082,1037.6153846153845,0.0,0,5,7,1
14025,168026,73510.0,8024.9,1,1,0,1,0,0,63,0,17,30511,30511.0,327,7,5,12,1.4166666666666667,0.5833333333333334,0.01071744616695618,1794.764705882353,1.0,3,4,5,5
14026,626217,60227.0,8024.99,0,0,1,2,0,0,66,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14027,604645,73510.0,8034.52,1,1,1,1,0,0,3,0,5,8950,8950.0,655,2,4,12,0.4166666666666667,0.16666666666666666,0.07318435754189945,1790.0,0.0,0,0,0,5
14028,204686,84147.0,8044.87,0,1,1,2,0,0,64,0,14,17582,17582.0,675,6,5,12,1.1666666666666667,0.5,0.038391536798998975,1255.857142857143,1.0,2,3,7,2
14029,756928,84147.0,8044.87,0,1,1,2,0,0,26,0,24,35546,35546.0,1256,8,6,12,2.0,0.6666666666666666,0.035334496145839195,1481.0833333333333,0.0,4,9,2,9
14030,884433,84147.0,8044.87,0,1,1,2,0,0,60,0,19,35522,35522.0,0,9,5,12,1.5833333333333333,0.75,0.0,1869.578947368421,0.0,2,4,5,8
14031,901442,84147.0,8044.87,0,0,1,2,0,0,52,0,15,21269,21269.0,1019,5,6,12,1.25,0.4166666666666667,0.04791010390709483,1417.9333333333334,3.0,4,1,10,0
14034,585277,74102.0,8051.57,0,1,1,2,0,0,48,1,17,27202,27202.0,0,5,4,12,1.4166666666666667,0.4166666666666667,0.0,1600.1176470588234,3.0,4,5,8,0
14036,503938,50636.0,8058.66,0,0,1,2,0,0,66,0,16,26259,26259.0,0,9,3,12,1.3333333333333333,0.75,0.0,1641.1875,0.0,3,7,4,2
14037,982096,49228.0,8060.16,0,1,2,2,0,0,18,0,15,19749,19749.0,510,5,4,12,1.25,0.4166666666666667,0.02582409235910679,1316.6,2.0,6,5,0,4
14038,813652,133080.0,8065.23,0,0,2,3,0,0,26,0,20,41095,41095.0,0,8,4,12,1.6666666666666667,0.6666666666666666,0.0,2054.75,0.0,2,3,8,7
14039,939741,133080.0,8065.23,0,0,2,3,0,0,53,0,8,17375,17375.0,0,3,3,12,0.6666666666666666,0.25,0.0,2171.875,2.0,0,0,5,3
14040,650704,147572.0,8066.07,0,0,1,4,0,0,27,0,21,28213,28213.0,804,8,5,12,1.75,0.6666666666666666,0.028497501151951227,1343.4761904761904,2.0,3,5,9,4
14041,379962,84702.0,8071.33,0,1,1,2,0,0,41,0,19,36357,36357.0,753,7,5,12,1.5833333333333333,0.5833333333333334,0.020711279808565065,1913.5263157894738,1.0,2,4,9,4
14042,534510,73510.0,8071.65,1,1,0,1,0,0,6,1,14,23946,23946.0,0,5,4,12,1.1666666666666667,0.4166666666666667,0.0,1710.4285714285713,1.0,0,0,12,2
14043,649855,73510.0,8071.65,1,1,0,1,0,0,35,0,9,13311,13311.0,0,6,2,12,0.75,0.5,0.0,1479.0,0.0,3,3,0,3
14044,214354,54286.0,8072.75,0,1,1,2,0,0,45,0,19,25890,25890.0,1063,8,4,12,1.5833333333333333,0.6666666666666666,0.0410583236770954,1362.6315789473683,1.0,2,4,10,3
14045,255951,73510.0,8078.53,1,0,1,1,0,0,20,0,17,30669,30669.0,0,7,3,12,1.4166666666666667,0.5833333333333334,0.0,1804.0588235294117,0.0,5,1,3,8
14046,355781,73510.0,8078.53,1,1,1,1,0,0,42,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14047,875707,71095.0,8082.88,0,1,1,2,0,0,1,0,4,3088,3088.0,0,1,4,12,0.3333333333333333,0.08333333333333333,0.0,772.0,0.0,0,0,0,4
14048,167575,73510.0,8083.54,1,1,0,1,0,0,10,1,20,30544,30544.0,0,7,5,12,1.6666666666666667,0.5833333333333334,0.0,1527.2,2.0,2,7,7,4
14051,725510,76296.0,8084.85,0,0,2,2,0,0,7,0,12,18544,18544.0,1193,4,7,12,1.0,0.3333333333333333,0.0643334771354616,1545.3333333333333,0.0,0,0,8,4
14052,189139,94969.0,8090.88,0,0,2,2,0,0,64,0,18,25185,25185.0,582,8,4,12,1.5,0.6666666666666666,0.02310899344848124,1399.1666666666667,0.0,6,4,1,7
14053,109203,69098.0,8092.88,0,1,1,2,0,0,38,0,21,31583,31583.0,0,7,5,12,1.75,0.5833333333333334,0.0,1503.952380952381,1.0,3,5,8,5
14054,161766,69098.0,8092.88,0,0,1,2,0,0,43,0,13,22592,22592.0,459,5,4,12,1.0833333333333333,0.4166666666666667,0.020316926345609065,1737.8461538461538,2.0,5,1,3,4
14055,798662,69098.0,8092.88,0,0,1,2,0,0,19,0,20,27943,27943.0,2093,9,3,12,1.6666666666666667,0.75,0.0749024800486705,1397.15,0.0,5,3,6,6
14057,516544,73510.0,8098.51,1,1,0,1,0,0,55,0,21,32013,32013.0,473,7,5,12,1.75,0.5833333333333334,0.014775247555680505,1524.4285714285713,0.0,5,2,5,9
14058,513820,73510.0,8098.97,1,0,2,1,0,0,55,0,19,24851,24851.0,518,9,5,12,1.5833333333333333,0.75,0.02084423162045793,1307.9473684210527,1.0,6,2,7,4
14059,429921,242590.0,8099.57,0,1,0,4,0,0,52,0,18,23781,23781.0,896,7,6,12,1.5,0.5833333333333334,0.037677137210378034,1321.1666666666667,2.0,4,2,9,3
14060,626746,50895.0,8099.84,0,1,1,2,0,0,6,0,12,11738,11738.0,696,4,4,12,1.0,0.3333333333333333,0.059294598739137845,978.1666666666666,0.0,0,0,4,8
14061,739284,74474.0,8104.43,0,0,1,2,0,0,53,0,19,27962,27962.0,496,10,3,12,1.5833333333333333,0.8333333333333334,0.017738359201773836,1471.6842105263158,0.0,5,6,3,5
14063,692121,73510.0,8105.87,1,0,1,1,0,0,21,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14066,836964,54294.0,8114.41,0,1,1,2,0,0,26,0,22,37129,37129.0,453,8,4,12,1.8333333333333333,0.6666666666666666,0.012200705647876323,1687.6818181818182,0.0,3,6,6,7
14067,952093,66019.0,8119.83,0,0,1,2,0,0,49,0,20,31804,31804.0,860,9,5,12,1.6666666666666667,0.75,0.027040623820903033,1590.2,1.0,6,8,2,4
14069,897772,44490.0,8123.96,0,1,2,0,0,0,63,0,33,52946,52946.0,345,9,7,12,2.75,0.75,0.006516072980017376,1604.4242424242425,0.0,0,14,10,9
14070,314258,105345.0,8126.77,0,1,1,4,0,0,31,0,21,32180,32180.0,925,8,5,12,1.75,0.6666666666666666,0.028744561839651957,1532.3809523809523,0.0,0,6,9,6
14071,566767,105345.0,8126.77,0,0,1,4,0,0,53,0,14,17866,17866.0,1074,4,6,12,1.1666666666666667,0.3333333333333333,0.060114183365050936,1276.142857142857,4.0,0,7,7,0
14072,596787,58789.0,8132.7,0,1,1,2,0,0,19,0,25,35909,35909.0,802,7,6,12,2.0833333333333335,0.5833333333333334,0.022334233757553817,1436.36,0.0,5,11,0,9
14073,465412,55338.0,8133.16,0,1,0,2,0,0,36,0,14,17439,17439.0,0,4,5,12,1.1666666666666667,0.3333333333333333,0.0,1245.642857142857,0.0,0,6,3,5
14074,399678,70825.0,8139.0,0,0,1,0,0,0,67,0,15,17538,17538.0,1260,5,4,12,1.25,0.4166666666666667,0.07184399589462881,1169.2,2.0,2,3,7,3
14075,701036,95478.0,8139.53,0,1,1,2,0,0,44,0,5,8224,8224.0,620,4,2,12,0.4166666666666667,0.3333333333333333,0.07538910505836575,1644.8,4.0,1,1,3,0
14076,647672,73510.0,8140.0,1,1,2,1,0,0,56,0,16,20572,20572.0,435,7,5,12,1.3333333333333333,0.5833333333333334,0.02114524596538985,1285.75,2.0,2,6,7,1
14077,772019,77666.0,8145.99,0,0,1,2,0,0,29,0,12,17550,17550.0,356,7,3,12,1.0,0.5833333333333334,0.020284900284900285,1462.5,3.0,5,2,5,0
14078,160320,73510.0,8150.57,1,0,0,1,0,0,38,0,12,18677,18677.0,1073,7,2,12,1.0,0.5833333333333334,0.057450339990362476,1556.4166666666667,1.0,6,2,3,1
14080,771133,73510.0,8152.24,1,0,0,1,0,0,25,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14081,193747,95431.0,8157.93,0,1,1,2,0,0,24,0,21,23100,23100.0,0,8,5,12,1.75,0.6666666666666666,0.0,1100.0,2.0,11,4,4,2
14082,883505,95431.0,8157.93,0,1,1,2,0,0,8,1,13,14221,14221.0,0,5,5,12,1.0833333333333333,0.4166666666666667,0.0,1093.923076923077,2.0,0,6,6,1
14083,336025,65033.0,8161.78,0,1,0,2,0,0,31,0,16,26054,26054.0,489,7,4,12,1.3333333333333333,0.5833333333333334,0.01876871113840485,1628.375,2.0,2,6,6,2
14084,545659,73510.0,8163.89,1,1,0,1,0,0,55,0,11,16337,16337.0,499,6,3,12,0.9166666666666666,0.5,0.03054416355512028,1485.1818181818182,1.0,6,3,1,1
14085,529390,73510.0,8166.51,1,0,0,1,0,0,46,0,13,12535,12535.0,395,7,3,12,1.0833333333333333,0.5833333333333334,0.03151176705225369,964.2307692307693,0.0,5,2,1,5
14086,617263,73510.0,8167.99,1,1,0,1,0,0,68,0,18,26592,26592.0,340,6,4,12,1.5,0.5,0.012785800240673887,1477.3333333333333,0.0,4,7,3,4
14087,729394,183910.0,8168.71,0,0,1,4,0,0,21,0,13,21875,21875.0,682,6,3,12,1.0833333333333333,0.5,0.031177142857142858,1682.6923076923076,0.0,3,1,4,5
14089,777931,55907.0,8169.75,0,1,2,2,0,0,24,0,28,34525,34525.0,0,8,5,12,2.3333333333333335,0.6666666666666666,0.0,1233.0357142857142,0.0,0,8,12,8
14090,434081,101599.0,8170.62,0,0,1,2,0,0,18,0,14,23499,23499.0,0,7,4,12,1.1666666666666667,0.5833333333333334,0.0,1678.5,0.0,3,4,2,5
14091,408651,81771.0,8173.5,0,1,1,2,0,0,20,0,22,29806,29806.0,0,10,5,12,1.8333333333333333,0.8333333333333334,0.0,1354.8181818181818,0.0,4,4,5,9
14092,734556,53169.0,8178.24,0,1,1,2,0,0,8,1,6,12213,12213.0,0,2,3,12,0.5,0.16666666666666666,0.0,2035.5,0.0,0,0,0,6
14093,534452,73510.0,8178.52,1,1,0,1,0,0,42,0,15,22034,22034.0,589,7,3,12,1.25,0.5833333333333334,0.026731415085776526,1468.9333333333334,2.0,1,8,4,2
14094,443896,73510.0,8181.72,1,0,1,1,0,0,26,0,14,16487,16487.0,602,5,5,12,1.1666666666666667,0.4166666666666667,0.03651361678898526,1177.642857142857,1.0,2,5,5,2
14095,257985,69448.0,8183.59,0,0,1,0,0,0,3,0,7,12874,12874.0,554,2,5,12,0.5833333333333334,0.16666666666666666,0.04303246854124592,1839.142857142857,0.0,0,0,0,7
14096,108462,64014.0,8186.1,0,0,1,2,0,0,18,0,14,20765,20765.0,668,6,6,12,1.1666666666666667,0.5,0.03216951601252107,1483.2142857142858,2.0,4,0,8,2
14097,492158,178211.0,8186.31,0,1,1,4,0,0,52,0,21,27478,27478.0,0,7,5,12,1.75,0.5833333333333334,0.0,1308.4761904761904,1.0,6,5,7,3
14098,809218,178211.0,8186.31,0,0,1,4,0,0,19,0,21,34628,34628.0,1629,10,5,12,1.75,0.8333333333333334,0.047042855492664896,1648.952380952381,0.0,5,4,4,8
14099,244308,72116.0,8193.56,0,1,1,2,0,0,16,0,25,29258,29258.0,336,8,5,12,2.0833333333333335,0.6666666666666666,0.011484038553558002,1170.32,0.0,8,2,9,6
14100,451448,195145.0,8196.08,0,0,2,4,0,0,37,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14101,554453,195145.0,8196.08,0,1,2,4,0,0,58,0,13,14722,14722.0,0,5,4,12,1.0833333333333333,0.4166666666666667,0.0,1132.4615384615386,0.0,4,1,2,6
14102,299210,73510.0,8197.2,1,1,1,1,0,0,64,0,15,24351,24351.0,339,7,4,12,1.25,0.5833333333333334,0.013921399531846741,1623.4,3.0,6,4,5,0
14103,241849,73461.0,8197.71,0,1,0,2,0,0,7,0,16,28354,28354.0,0,4,6,12,1.3333333333333333,0.3333333333333333,0.0,1772.125,0.0,0,4,6,6
14104,164363,50064.0,8200.27,0,1,0,2,0,0,65,0,17,22786,22786.0,559,7,4,12,1.4166666666666667,0.5833333333333334,0.024532607741595717,1340.3529411764705,0.0,1,9,2,5
14106,922206,91753.0,8201.33,0,1,2,2,0,0,6,0,7,9732,9732.0,398,3,3,12,0.5833333333333334,0.25,0.04089601315248664,1390.2857142857142,3.0,0,0,7,0
14107,651835,73510.0,8204.86,1,0,1,1,0,0,22,0,20,28269,28269.0,866,8,6,12,1.6666666666666667,0.6666666666666666,0.030634263681064065,1413.45,0.0,2,6,7,5
14108,668959,94720.0,8205.39,0,1,1,2,0,0,24,0,21,30820,30820.0,486,8,4,12,1.75,0.6666666666666666,0.015768981181051266,1467.6190476190477,0.0,3,7,4,7
14109,371672,73510.0,8207.86,1,0,0,1,0,0,60,0,21,44408,44408.0,318,7,5,12,1.75,0.5833333333333334,0.007160871914970276,2114.6666666666665,0.0,8,5,3,5
14110,537722,61649.0,8208.93,0,1,1,2,0,0,26,0,18,28410,28410.0,424,7,3,12,1.5,0.5833333333333334,0.014924322421682507,1578.3333333333333,1.0,3,6,5,4
14111,732606,81682.0,8209.6,0,0,1,2,0,0,54,0,16,25503,25503.0,0,6,4,12,1.3333333333333333,0.5,0.0,1593.9375,0.0,2,6,3,5
14112,840741,46106.0,8221.87,0,1,0,0,0,0,31,0,21,33188,33188.0,0,7,6,12,1.75,0.5833333333333334,0.0,1580.3809523809523,0.0,0,5,11,5
14113,868037,46106.0,8221.87,0,1,0,0,0,0,60,0,29,44413,44413.0,1186,10,6,12,2.4166666666666665,0.8333333333333334,0.026703893004300542,1531.4827586206898,0.0,4,7,12,6
14114,938126,73510.0,8229.24,1,1,1,1,0,0,46,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14115,283133,72900.0,8232.76,0,1,1,2,0,0,43,0,28,34854,34854.0,0,8,6,12,2.3333333333333335,0.6666666666666666,0.0,1244.7857142857142,0.0,0,11,8,9
14117,823986,68586.0,8237.04,0,1,1,0,0,0,1,0,3,3828,3828.0,0,1,3,12,0.25,0.08333333333333333,0.0,1276.0,0.0,0,0,0,3
14118,606563,67664.0,8237.25,0,1,1,2,0,0,56,1,25,34776,34776.0,521,8,4,12,2.0833333333333335,0.6666666666666666,0.014981596503335633,1391.04,0.0,8,8,3,6
14119,619693,83775.0,8237.38,0,1,1,2,0,0,41,0,22,31281,31281.0,1431,7,5,12,1.8333333333333333,0.5833333333333334,0.04574661935360123,1421.8636363636363,2.0,4,8,8,2
14120,467013,77705.0,8246.83,0,1,0,2,0,0,66,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14121,547649,77550.0,8253.27,0,1,1,2,0,0,8,0,13,13179,13179.0,0,5,5,12,1.0833333333333333,0.4166666666666667,0.0,1013.7692307692307,0.0,0,6,1,6
14122,257864,71450.0,8255.76,0,0,1,2,0,0,35,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14123,313982,77935.0,8256.3,0,1,1,2,0,0,15,0,22,40758,40758.0,2225,8,6,12,1.8333333333333333,0.6666666666666666,0.0545905098385593,1852.6363636363637,0.0,8,4,6,4
14124,793838,77935.0,8256.3,0,0,1,2,0,0,40,0,23,39505,39505.0,1391,8,5,12,1.9166666666666667,0.6666666666666666,0.035210732818630554,1717.608695652174,0.0,4,3,9,7
14125,855883,77935.0,8256.3,0,1,1,2,0,0,48,0,19,29762,29762.0,0,8,5,12,1.5833333333333333,0.6666666666666666,0.0,1566.421052631579,1.0,3,8,6,2
14127,425720,221857.0,8257.67,0,0,1,4,0,0,63,0,14,22575,22575.0,0,5,4,12,1.1666666666666667,0.4166666666666667,0.0,1612.5,2.0,4,4,4,2
14128,566802,221857.0,8257.67,0,1,1,4,0,0,38,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0
14131,863035,73510.0,8265.38,1,1,0,1,0,0,47,0,6,8944,8944.0,413,4,2,12,0.5,0.3333333333333333,0.04617620751341681,1490.6666666666667,1.0,3,0,1,2
14134,249841,101730.0,8268.27,0,0,1,2,0,0,11,0,16,20866,20866.0,0,6,4,12,1.3333333333333333,0.5,0.0,1304.125,1.0,5,6,2,3
14135,684133,101730.0,8268.27,0,0,1,2,0,0,43,0,22,26086,26086.0,715,7,5,12,1.8333333333333333,0.5833333333333334,0.027409338342405887,1185.7272727272727,3.0,5,8,9,0
14136,563188,77943.0,8271.91,0,1,1,2,0,0,21,0,14,25146,25146.0,862,7,4,12,1.1666666666666667,0.5833333333333334,0.03427980593334924,1796.142857142857,0.0,3,6,4,1
14137,578167,77943.0,8271.91,0,0,1,2,0,0,20,0,21,37154,37154.0,0,7,5,12,1.75,0.5833333333333334,0.0,1769.2380952380952,2.0,7,8,2,4
14138,649972,102659.0,8272.33,0,0,1,2,0,0,32,1,12,20381,20381.0,1262,6,4,12,1.0,0.5,0.06192041607379422,1698.4166666666667,0.0,5,0,4,3
14139,588095,98675.0,8272.49,0,0,2,2,0,0,58,0,16,24472,24472.0,0,6,5,12,1.3333333333333333,0.5,0.0,1529.5,1.0,4,5,3,4
14140,916851,90286.0,8277.64,0,0,1,2,0,0,44,0,25,36506,36506.0,480,9,5,12,2.0833333333333335,0.75,0.013148523530378568,1460.24,0.0,11,5,1,8
14141,946001,134577.0,8278.72,0,0,0,4,0,0,3,0,9,9910,9910.0,0,3,4,12,0.75,0.25,0.0,1101.111111111111,0.0,0,0,0,9
14142,578020,73510.0,8278.79,1,1,1,1,0,0,3,0,9,6213,6213.0,993,2,5,12,0.75,0.16666666666666666,0.15982617093191695,690.3333333333334,0.0,0,0,0,9
14144,766691,58476.0,8281.74,0,0,1,0,0,0,17,1,4,4209,4209.0,0,2,3,12,0.3333333333333333,0.16666666666666666,0.0,1052.25,10.0,4,0,0,0
14145,631839,83886.0,8283.07,0,1,1,2,0,0,50,0,22,27195,27195.0,0,8,5,12,1.8333333333333333,0.6666666666666666,0.0,1236.1363636363637,0.0,8,3,6,5
14146,170710,61177.0,8286.96,0,1,2,2,0,0,51,0,8,10043,10043.0,529,4,3,12,0.6666666666666666,0.3333333333333333,0.05267350393308772,1255.375,3.0,4,2,2,0
14147,734226,61177.0,8286.96,0,0,2,2,0,0,63,1,20,36087,36087.0,887,7,4,12,1.6666666666666667,0.5833333333333334,0.02457948845844764,1804.35,3.0,5,9,6,0
14148,241495,91447.0,8287.68,0,0,1,2,0,0,7,0,15,23107,23107.0,395,6,5,12,1.25,0.5,0.017094386982299738,1540.4666666666667,0.0,0,5,1,9
